repo_name,repo_status,is_trajectory,include_in_analysis,exclusion_reason,mode,mode_confidence,mode_source,provider,repo_created_at,run_created_at,capability_era,has_pipeline_state,has_pipeline_results,has_autoresearch_runtime,has_hitl_runtime
optimal_context_window_scaling_20260729_235329_d2f87e8b,initialized_only,False,False,initialized_only_no_execution,,,,unknown,2026-07-29T23:53:30Z,,unknown,False,False,False,False
adversarial_robustness_of_caus_20260730_075226_8bc8290e,initialized_only,False,False,initialized_only_no_execution,,,,unknown,2026-07-30T07:52:27Z,,unknown,False,False,False,False
probabilistic_calibration_metr_20260730_075410_ac649b07,initialized_only,False,False,initialized_only_no_execution,,,,unknown,2026-07-30T07:54:11Z,,unknown,False,False,False,False
systematic_stress_testing_of___20260730_161741_765e263a,executed,True,True,,standard,medium,ordinary_pipeline_no_alt_runtime,codex,2026-07-30T16:17:43Z,2026-07-30T16:17:51.821078,hitl_available,True,True,False,False
can-self-report-training-help-lie-de4e-codex,executed,True,True,,standard,medium,ordinary_pipeline_no_alt_runtime,codex,2026-07-31T05:49:13Z,2026-07-31T05:49:19.084864Z,hitl_available,True,True,False,False
tension-between-independence-0807-codex,executed,True,True,,standard,medium,ordinary_pipeline_no_alt_runtime,codex,2026-07-31T05:58:57Z,2026-07-31T05:59:14.971401Z,hitl_available,True,True,False,False
already-present-beliefs-ea16-codex,executed,True,True,,standard,medium,ordinary_pipeline_no_alt_runtime,codex,2026-07-31T13:51:06Z,2026-07-31T13:51:12.444918Z,hitl_available,True,True,False,False
reverse-stress-testing-for-detecting-f225,executed,True,True,,standard,medium,ordinary_pipeline_no_alt_runtime,codex,2026-08-03T16:28:00Z,2026-08-03T16:28:10.953784Z,hitl_available,True,True,False,False
null-results-as-alignment-signals-858f,executed,True,True,,standard,medium,ordinary_pipeline_no_alt_runtime,codex,2026-08-03T17:21:37Z,2026-08-03T17:21:47.477609Z,hitl_available,True,True,False,False
null-alignment-matrix-diagnosing-when-56ad,executed,True,True,,standard,medium,ordinary_pipeline_no_alt_runtime,codex,2026-08-04T00:09:22Z,2026-08-04T00:09:32.654803Z,hitl_available,True,True,False,False
systematic-stress-testing-daac,initialized_only,False,False,initialized_only_no_execution,,,,unknown,2026-08-04T17:56:11Z,,unknown,False,False,False,False
blind-adversarial-evaluation-3b83,initialized_only,False,False,initialized_only_no_execution,,,,unknown,2026-08-04T17:58:53Z,,unknown,False,False,False,False
systematically-mapping-the-null-result-3d8a,initialized_only,False,False,initialized_only_no_execution,,,,unknown,2026-08-04T21:04:57Z,,unknown,False,False,False,False
diagnosing-null-results-in-misalignment-e05e,initialized_only,False,False,initialized_only_no_execution,,,,unknown,2026-08-04T21:10:01Z,,unknown,False,False,False,False
dialing-up-misalignment-systematic-c2b3,executed,True,True,,standard,medium,ordinary_pipeline_no_alt_runtime,codex,2026-08-04T21:16:27Z,2026-08-04T21:17:25.145702Z,hitl_available,True,True,False,False
systematic-stress-testing-3eba,initialized_only,False,False,initialized_only_no_execution,,,,unknown,2026-08-04T21:46:10Z,,unknown,False,False,False,False
reverse-alignment-characterizing-46f6,executed,True,True,,standard,medium,ordinary_pipeline_no_alt_runtime,codex,2026-08-05T01:47:34Z,2026-08-05T01:48:35.194260Z,hitl_available,True,True,False,False
reverse-nulls-diagnosing-the-hidden-732a,executed,True,True,,standard,medium,ordinary_pipeline_no_alt_runtime,codex,2026-08-05T15:31:49Z,2026-08-05T15:32:54.406600Z,hitl_available,True,True,False,False
win-on-post-train-bencn-75ee,initialized_only,False,False,initialized_only_no_execution,,,,unknown,2026-08-05T16:02:04Z,,unknown,False,False,False,False
systematic-hypothesis-testing-of-null-f70b,executed,True,True,,standard,medium,ordinary_pipeline_no_alt_runtime,codex,2026-08-05T17:41:45Z,2026-08-05T17:42:55.221614Z,hitl_available,True,True,False,False
adaptive-experimental-design-ead2,executed,True,True,,standard,medium,ordinary_pipeline_no_alt_runtime,codex,2026-08-05T22:34:13Z,2026-08-05T22:35:15.130680Z,hitl_available,True,True,False,False
systematically-probing-alignment-null-843e,executed,True,True,,standard,medium,ordinary_pipeline_no_alt_runtime,codex,2026-08-06T16:13:41Z,2026-08-06T16:14:42.235079Z,hitl_available,True,True,False,False
quantifying-the-null-intervention-c064,executed,True,True,,standard,medium,ordinary_pipeline_no_alt_runtime,codex,2026-08-07T16:18:32Z,2026-08-07T16:19:34.058938Z,hitl_available,True,True,False,False
diagnosing-experimental-insensitivity-c74f,executed,True,True,,standard,medium,ordinary_pipeline_no_alt_runtime,codex,2026-08-07T19:15:40Z,2026-08-07T19:16:40.249477Z,hitl_available,True,True,False,False
scaling-law-deviations-under-targeted-ee5c,initialized_only,False,False,initialized_only_no_execution,,,,unknown,2026-08-07T19:26:20Z,,unknown,False,False,False,False
when-should-an-ai-ask-for-clarification-f275-claude,executed,True,True,,standard,medium,ordinary_pipeline_no_alt_runtime,codex,2026-08-19T20:13:07Z,2026-08-19T20:13:14.586590Z,hitl_available,True,True,False,False
when-should-an-ai-ask-for-clarification-59b5-codex,executed,True,True,,standard,medium,ordinary_pipeline_no_alt_runtime,codex,2026-08-19T20:28:27Z,2026-08-19T20:28:34.012542Z,hitl_available,True,True,False,False
fixed-points-of-ai-revision-a756,executed,True,True,,standard,medium,ordinary_pipeline_no_alt_runtime,codex,2026-08-19T21:28:56Z,2026-08-19T21:29:28.968908Z,hitl_available,True,True,False,False
can-powerful-models-help-with-difficult-3a0f-codex,executed,True,True,,standard,medium,ordinary_pipeline_no_alt_runtime,codex,2026-08-20T02:06:15Z,2026-08-20T02:06:22.111264Z,hitl_available,True,True,False,False
preference-understanding-9cf3-codex,executed,True,True,,standard,medium,ordinary_pipeline_no_alt_runtime,codex,2026-08-20T02:15:07Z,2026-08-20T02:15:14.508431Z,hitl_available,True,True,False,False
can-powerful-models-help-with-difficult-dab1-claude,initialized_only,False,False,initialized_only_no_execution,,,,claude,2026-08-20T02:16:56Z,,unknown,False,False,False,False
preference-understanding-8cc6-claude,executed,True,True,,standard,medium,ordinary_pipeline_no_alt_runtime,codex,2026-08-20T02:35:54Z,2026-08-20T02:36:17.736802Z,hitl_available,True,True,False,False
cot-interpretability-brain-age,empty,False,False,empty_repository,,,,unknown,2026-08-27T04:42:25Z,,unknown,False,False,False,False
