repo_name,provider,stage_name,stage_started_at,stage_completed_at,stage_duration_sec,duration_source,success,return_code,has_error
drama-types-ai-e4ac-claude,codex,resource_finder,2026-06-22T16:36:57.625106,2026-06-22T16:38:16.472175,78.847069,timestamps,True,,False
drama-types-ai-e4ac-claude,codex,experiment_runner,2026-06-22T16:38:16.472425,2026-06-22T17:28:09.985437,2993.513012,timestamps,True,,False
icl-finetune-gap-0331-claude,codex,resource_finder,2026-06-21T21:39:54.945152,2026-06-21T22:10:37.522951,1842.577799,timestamps,True,,False
icl-finetune-gap-0331-claude,codex,experiment_runner,2026-06-21T22:10:37.523458,2026-06-21T23:11:06.651414,3629.127956,timestamps,True,,False
llms-know-answer-73ae-claude,codex,resource_finder,2026-06-22T01:18:53.850776,2026-06-22T01:50:01.295110,1867.444334,timestamps,True,,False
llms-know-answer-73ae-claude,codex,experiment_runner,2026-06-22T01:50:01.295456,2026-06-22T03:24:51.785649,5690.490193,timestamps,True,,False
drama-types-ai-58c0-codex,codex,resource_finder,2026-06-23T03:00:55.516357,2026-06-23T03:24:08.249597,1392.73324,timestamps,True,,False
drama-types-ai-58c0-codex,codex,experiment_runner,2026-06-23T03:24:08.249911,2026-06-23T03:43:13.201140,1144.951229,timestamps,True,,False
icl-finetune-scale-398c-codex,codex,resource_finder,2026-06-23T03:57:16.384107,2026-06-23T04:15:28.478023,1092.093916,timestamps,True,,False
icl-finetune-scale-398c-codex,codex,experiment_runner,2026-06-23T04:15:28.478295,2026-06-23T04:39:41.370203,1452.891908,timestamps,True,,False
llms-know-answer-eef8-codex,codex,resource_finder,2026-06-23T05:32:17.115160,2026-06-23T05:52:22.543060,1205.4279,timestamps,True,,False
llms-know-answer-eef8-codex,codex,experiment_runner,2026-06-23T05:52:22.543369,2026-06-23T06:17:44.004181,1521.460812,timestamps,True,,False
quantum-ml-methods-7581-claude,codex,resource_finder,2026-06-24T19:13:49.903827,2026-06-24T19:33:53.758509,1203.854682,timestamps,True,,False
quantum-ml-methods-7581-claude,codex,experiment_runner,2026-06-24T19:33:53.758802,2026-06-24T20:50:19.683206,4585.924404,timestamps,True,,False
quantum-ml-methods-d41e-claude,codex,resource_finder,2026-06-25T17:02:06.704107,2026-06-25T17:24:04.117762,1317.413655,timestamps,True,,False
quantum-ml-methods-d41e-claude,codex,experiment_runner,2026-06-25T17:24:04.118058,2026-06-25T17:42:11.273554,1087.155496,timestamps,True,,False
grounded-novelty-ai-6ac8-claude,codex,resource_finder,2026-06-28T20:59:42.831968,2026-06-28T21:24:53.091087,1510.259119,timestamps,True,,False
grounded-novelty-ai-6ac8-claude,codex,experiment_runner,2026-06-28T21:24:53.091370,2026-06-28T21:52:17.908326,1644.816956,timestamps,True,,False
neural-symbolic-ai-41f3-claude,codex,resource_finder,2026-06-28T20:59:57.673457,2026-06-28T21:17:21.282954,1043.609497,timestamps,True,,False
neural-symbolic-ai-41f3-claude,codex,experiment_runner,2026-06-28T21:17:21.283317,2026-06-28T22:01:10.190327,2628.90701,timestamps,True,,False
llm-blindspot-priorities-60de-claude,codex,resource_finder,2026-06-28T21:00:22.905074,2026-06-28T21:22:16.658457,1313.753383,timestamps,True,,False
llm-blindspot-priorities-60de-claude,codex,experiment_runner,2026-06-28T21:22:16.658820,2026-06-28T21:42:38.862929,1222.204109,timestamps,True,,False
grounded-novelty-ai-5114-codex,codex,resource_finder,2026-06-29T04:34:59.648856,2026-06-29T04:52:49.477083,1069.828227,timestamps,True,,False
grounded-novelty-ai-5114-codex,codex,experiment_runner,2026-06-29T04:52:49.477430,2026-06-29T05:18:19.020482,1529.543052,timestamps,True,,False
logit-lens-implicit-fbb4-codex,codex,resource_finder,2026-06-29T04:35:39.084052,2026-06-29T04:52:39.898622,1020.81457,timestamps,True,,False
logit-lens-implicit-fbb4-codex,codex,experiment_runner,2026-06-29T04:52:39.899028,2026-06-29T05:08:57.883559,977.984531,timestamps,True,,False
neural-symbolic-ai-2f28-codex,codex,resource_finder,2026-06-29T04:35:59.124369,2026-06-29T04:52:19.709411,980.585042,timestamps,True,,False
neural-symbolic-ai-2f28-codex,codex,experiment_runner,2026-06-29T04:52:19.709747,2026-06-29T05:14:11.261773,1311.552026,timestamps,True,,False
logit-lens-implicit-9a0d-claude,codex,resource_finder,2026-06-29T16:07:49.290249,2026-06-29T16:26:50.340865,1141.050616,timestamps,True,,False
logit-lens-implicit-9a0d-claude,codex,experiment_runner,2026-06-29T16:26:50.341403,2026-06-29T17:17:37.618185,3047.276782,timestamps,True,,False
llm-multi-person-id-f00b-codex,codex,resource_finder,2026-07-06T06:16:11.419034,2026-07-06T06:34:29.888124,1098.46909,timestamps,True,,False
llm-multi-person-id-f00b-codex,codex,experiment_runner,2026-07-06T06:34:29.888448,2026-07-06T06:53:45.490207,1155.601759,timestamps,True,,False
sticky-personas-ai-a685-codex,codex,resource_finder,2026-07-06T06:17:07.309760,2026-07-06T06:40:21.266193,1393.956433,timestamps,True,,False
sticky-personas-ai-a685-codex,codex,experiment_runner,2026-07-06T06:40:21.266631,2026-07-06T07:04:13.547001,1432.28037,timestamps,True,,False
quantum-ml-methods-c288-codex,codex,resource_finder,2026-07-06T06:19:11.924812,2026-07-06T06:33:06.782037,834.857225,timestamps,True,,False
quantum-ml-methods-c288-codex,codex,experiment_runner,2026-07-06T06:33:06.782598,2026-07-06T06:55:05.546936,1318.764338,timestamps,True,,False
sticky-personas-ai-9dab-claude,codex,resource_finder,2026-07-06T13:27:23.705666,2026-07-06T13:43:17.303122,953.597456,timestamps,True,,False
sticky-personas-ai-9dab-claude,codex,experiment_runner,2026-07-06T13:43:17.303420,2026-07-06T14:01:52.064614,1114.761194,timestamps,True,,False
quantum-ml-methods-54ff-claude,codex,resource_finder,2026-07-06T13:27:46.543846,2026-07-06T13:51:20.382023,1413.838177,timestamps,True,,False
quantum-ml-methods-54ff-claude,codex,experiment_runner,2026-07-06T13:51:20.382397,2026-07-06T15:18:48.551451,5248.169054,timestamps,True,,False
llm-multi-person-id-1096-claude,codex,resource_finder,2026-07-06T23:39:34.423270,2026-07-07T00:02:40.143405,1385.720135,timestamps,True,,False
llm-multi-person-id-1096-claude,codex,experiment_runner,2026-07-07T00:02:40.143691,2026-07-07T01:17:37.986970,4497.843279,timestamps,True,,False
llm_unspeakables_20260713_124114_33f1a14e,codex,resource_finder,2026-07-13T12:41:22.596214,2026-07-13T13:04:34.181228,1391.585014,timestamps,True,,False
llm_unspeakables_20260713_124114_33f1a14e,codex,experiment_runner,2026-07-13T13:04:34.181577,2026-07-13T14:45:39.581316,6065.399739,timestamps,True,,False
llms_don_t_do_much_tom_in_writ_20260714_234243_6b6ff0f4,codex,resource_finder,2026-07-14T23:42:51.239001,2026-07-14T23:58:31.938848,940.699847,timestamps,True,,False
llms_don_t_do_much_tom_in_writ_20260714_234243_6b6ff0f4,codex,experiment_runner,2026-07-14T23:58:31.939197,2026-07-15T00:37:19.613096,2327.673899,timestamps,True,,False
how_do_we_make_sure_skills_sel_20260715_033947_a0801865,codex,resource_finder,2026-07-15T03:39:55.481558,2026-07-15T03:54:31.161066,875.679508,timestamps,True,,False
how_do_we_make_sure_skills_sel_20260715_033947_a0801865,codex,experiment_runner,2026-07-15T03:54:31.161433,2026-07-15T04:35:51.857452,2480.696019,timestamps,True,,False
cartographers_of_the_ai_latent_20260720_142733_1b997657,codex,resource_finder,2026-07-20T14:27:42.970858,2026-07-20T15:09:11.492234,2488.521376,timestamps,True,,False
cartographers_of_the_ai_latent_20260720_142733_1b997657,codex,experiment_runner,2026-07-20T15:09:11.492569,2026-07-20T16:12:21.312995,3789.820426,timestamps,True,,False
synthetic_data_with_base_model_20260720_181704_b08e72e8,codex,resource_finder,2026-07-20T18:17:12.681856,2026-07-21T01:41:10.921217,26638.239361,timestamps,True,,False
synthetic_data_with_base_model_20260720_181704_b08e72e8,codex,experiment_runner,2026-07-21T01:41:10.921495,2026-07-21T05:02:47.344669,12096.423174,timestamps,True,,False
what_kind_of_tools_do_llms_thi_20260720_181157_f89eda47,codex,resource_finder,2026-07-20T18:12:05.868966,2026-07-21T05:21:57.654625,40191.785659,timestamps,True,,False
what_kind_of_tools_do_llms_thi_20260720_181157_f89eda47,codex,experiment_runner,2026-07-21T05:21:57.654949,2026-07-21T06:11:36.679325,2979.024376,timestamps,True,,False
adversarial_prompt_injection_v_20260728_181355_db6fd146,codex,resource_finder,2026-07-28T18:14:05.208685,2026-07-28T18:17:06.398883,181.190198,timestamps,False,,False
emergent_adversarial_prompt_in_20260728_195215_54394617,codex,resource_finder,2026-07-28T19:52:25.265860,2026-07-28T19:55:36.869154,191.603294,timestamps,False,,False
can_self_report_training_help__20260728_230205_15848d12,codex,resource_finder,2026-07-28T23:02:14.289909,2026-07-28T23:23:04.467782,1250.177873,timestamps,True,,False
can_self_report_training_help__20260728_230205_15848d12,codex,experiment_runner,2026-07-28T23:23:04.468084,2026-07-29T00:19:38.042397,3393.574313,timestamps,True,,False
scaling_analysis_of_distribute_20260729_000241_d3c51cab,codex,resource_finder,2026-07-29T00:02:51.598952,2026-07-29T00:02:55.106447,3.507495,timestamps,False,,False
adversarial_prompt_injection_v_20260729_000827_3a2a967e,codex,resource_finder,2026-07-29T00:08:36.399700,2026-07-29T00:08:38.977739,2.578039,timestamps,False,,False
emergent_collective_intelligen_20260729_001254_501032ff,codex,resource_finder,2026-07-29T00:13:03.352122,2026-07-29T00:13:06.352571,3.000449,timestamps,False,,False
semantic_coherence_impact_on_a_20260729_154614_23123c8f,codex,resource_finder,2026-07-29T15:46:24.835878,2026-07-29T15:46:40.176866,15.340988,timestamps,False,,False
systematic_bias_in_llm_chain_o_20260729_160340_206cc029,codex,resource_finder,2026-07-29T16:03:54.822479,2026-07-29T16:04:00.043828,5.221349,timestamps,False,,False
systematic_bias_in_llm_uncerta_20260729_161235_2f048b69,codex,resource_finder,2026-07-29T16:12:46.365188,2026-07-29T16:12:52.836420,6.471232,timestamps,False,,False
multi_agent_adversarial_prompt_20260729_161608_d239e51e,codex,resource_finder,2026-07-29T16:16:19.368132,2026-07-29T16:16:24.586366,5.218234,timestamps,False,,False
systematic_stress_testing_of___20260730_161741_765e263a,codex,resource_finder,2026-07-30T16:17:51.821562,2026-07-30T16:17:58.343095,6.521533,timestamps,False,,False
can-self-report-training-help-lie-de4e-codex,codex,resource_finder,2026-07-31T05:49:19.113044Z,2026-07-31T06:00:19.391484Z,660.27844,timestamps,True,,False
can-self-report-training-help-lie-de4e-codex,codex,experiment_runner,2026-07-31T06:00:45.416097Z,2026-07-31T06:39:47.650152Z,2342.234055,timestamps,True,,False
tension-between-independence-0807-codex,codex,resource_finder,2026-07-31T05:59:15.190298Z,2026-07-31T06:10:38.219948Z,683.02965,timestamps,True,,False
tension-between-independence-0807-codex,codex,experiment_runner,2026-07-31T06:10:38.698800Z,2026-07-31T06:25:42.729301Z,904.030501,timestamps,True,,False
already-present-beliefs-ea16-codex,codex,resource_finder,2026-07-31T13:51:12.458201Z,2026-07-31T13:56:36.088752Z,323.630551,timestamps,True,,False
already-present-beliefs-ea16-codex,codex,experiment_runner,2026-07-31T13:56:36.124273Z,2026-07-31T14:24:45.749507Z,1689.625234,timestamps,True,,False
reverse-stress-testing-for-detecting-f225,codex,resource_finder,2026-08-03T16:28:10.981033Z,2026-08-03T16:28:11.002602Z,0.021569,timestamps,False,,False
null-results-as-alignment-signals-858f,codex,resource_finder,2026-08-03T17:21:47.491986Z,2026-08-03T17:50:37.212723Z,1729.720737,timestamps,True,,False
null-results-as-alignment-signals-858f,codex,experiment_runner,2026-08-03T17:50:37.236235Z,2026-08-03T17:50:37.273797Z,0.037562,timestamps,False,,False
null-alignment-matrix-diagnosing-when-56ad,codex,resource_finder,2026-08-04T00:09:32.674548Z,2026-08-04T00:41:15.040850Z,1902.366302,timestamps,True,,False
null-alignment-matrix-diagnosing-when-56ad,codex,experiment_runner,2026-08-04T00:41:15.061028Z,2026-08-04T01:03:33.754384Z,1338.693356,timestamps,False,,False
dialing-up-misalignment-systematic-c2b3,codex,resource_finder,2026-08-04T21:17:25.167046Z,2026-08-04T21:17:25.630498Z,0.463452,timestamps,False,,False
reverse-alignment-characterizing-46f6,codex,resource_finder,2026-08-05T01:48:35.212063Z,2026-08-05T02:25:55.676088Z,2240.464025,timestamps,True,,False
reverse-alignment-characterizing-46f6,codex,experiment_runner,2026-08-05T02:25:55.696582Z,2026-08-05T03:25:56.089632Z,3600.39305,timestamps,False,,False
reverse-nulls-diagnosing-the-hidden-732a,codex,resource_finder,2026-08-05T15:32:54.430673Z,2026-08-05T16:18:25.605475Z,2731.174802,timestamps,True,,False
reverse-nulls-diagnosing-the-hidden-732a,codex,experiment_runner,2026-08-05T16:18:25.631251Z,2026-08-05T16:48:56.473738Z,1830.842487,timestamps,False,,False
systematic-hypothesis-testing-of-null-f70b,codex,resource_finder,2026-08-05T17:42:55.245830Z,2026-08-05T18:27:29.479067Z,2674.233237,timestamps,True,,False
systematic-hypothesis-testing-of-null-f70b,codex,experiment_runner,2026-08-05T18:27:29.505909Z,2026-08-05T19:46:08.970737Z,4719.464828,timestamps,True,,False
adaptive-experimental-design-ead2,codex,resource_finder,2026-08-05T22:35:15.152703Z,2026-08-05T23:03:07.630698Z,1672.477995,timestamps,True,,False
adaptive-experimental-design-ead2,codex,experiment_runner,2026-08-05T23:03:07.653438Z,2026-08-05T23:48:30.191236Z,2722.537798,timestamps,True,,False
systematically-probing-alignment-null-843e,codex,resource_finder,2026-08-06T16:14:42.261241Z,2026-08-06T16:38:25.092764Z,1422.831523,timestamps,True,,False
systematically-probing-alignment-null-843e,codex,experiment_runner,2026-08-06T16:38:25.120540Z,2026-08-06T19:18:15.740961Z,9590.620421,timestamps,True,,False
quantifying-the-null-intervention-c064,codex,resource_finder,2026-08-07T16:19:34.083299Z,2026-08-07T16:46:01.126663Z,1587.043364,timestamps,True,,False
quantifying-the-null-intervention-c064,codex,experiment_runner,2026-08-07T16:46:01.157021Z,2026-08-07T17:27:51.375416Z,2510.218395,timestamps,False,,False
diagnosing-experimental-insensitivity-c74f,codex,resource_finder,2026-08-07T19:16:40.277611Z,2026-08-07T19:50:39.967065Z,2039.689454,timestamps,True,,False
diagnosing-experimental-insensitivity-c74f,codex,experiment_runner,2026-08-07T19:50:39.997669Z,2026-08-07T22:35:51.783355Z,9911.785686,timestamps,True,,False
when-should-an-ai-ask-for-clarification-f275-claude,codex,resource_finder,2026-08-19T20:13:14.618491Z,2026-08-20T02:26:26.408017Z,22391.789526,timestamps,True,,False
when-should-an-ai-ask-for-clarification-f275-claude,codex,experiment_runner,2026-08-20T02:26:26.494193Z,2026-08-20T03:54:17.857030Z,5271.362837,timestamps,True,,False
when-should-an-ai-ask-for-clarification-59b5-codex,codex,resource_finder,2026-08-19T20:28:34.033803Z,2026-08-19T20:36:12.845860Z,458.812057,timestamps,True,,False
when-should-an-ai-ask-for-clarification-59b5-codex,codex,experiment_runner,2026-08-19T20:36:12.901604Z,2026-08-19T21:10:38.126830Z,2065.225226,timestamps,True,,False
fixed-points-of-ai-revision-a756,codex,resource_finder,2026-08-19T21:29:29.041201Z,2026-08-20T01:09:23.121216Z,13194.080015,timestamps,True,,False
fixed-points-of-ai-revision-a756,codex,experiment_runner,2026-08-20T01:09:23.133833Z,2026-08-20T01:16:43.437541Z,440.303708,timestamps,True,,False
can-powerful-models-help-with-difficult-3a0f-codex,codex,resource_finder,2026-08-20T02:06:22.133011Z,2026-08-20T02:12:17.740701Z,355.60769,timestamps,True,,False
can-powerful-models-help-with-difficult-3a0f-codex,codex,experiment_runner,2026-08-20T02:12:17.767725Z,2026-08-20T02:45:50.947845Z,2013.18012,timestamps,True,,False
preference-understanding-9cf3-codex,codex,resource_finder,2026-08-20T02:15:14.532368Z,2026-08-20T02:20:22.479484Z,307.947116,timestamps,True,,False
preference-understanding-9cf3-codex,codex,experiment_runner,2026-08-20T02:20:22.508327Z,2026-08-20T03:03:24.476723Z,2581.968396,timestamps,True,,False
preference-understanding-8cc6-claude,codex,resource_finder,2026-08-20T02:36:18.093465Z,2026-08-20T03:03:48.113239Z,1650.019774,timestamps,True,,False
preference-understanding-8cc6-claude,codex,experiment_runner,2026-08-20T03:03:48.147084Z,2026-08-20T04:03:48.614137Z,3600.467053,timestamps,False,,False
